Y',M',D',T',TM',Tm',H',PP',VV'
1991,1,1,5.3,9.6,0,86,0,3.4
1991,1,2,2.6,6.4,0,88,0,3.7
1991,1,3,2.3,5.2,-1,87,0,2.6
1991,1,4,3.9,10,0,63,0,8
1991,1,5,2.9,10.4,-3,69,0,10.5
1991,1,6,3.6,7.6,-1,87,0,7.6
1991,1,7,8.1,10.6,6,82,0,10.1
1991,1,8,8.4,12,5,73,5.08,10.8
1991,1,9,9.1,11.6,6.8,81,0,10
1991,1,10,10.2,13.3,8,75,0,11.1
1991,1,11,9.4,12.2,6,76,0,10.9
1991,1,12,6.6,9.2,3,67,2.03,10.1
1991,1,13,3,7.6,-0.4,55,0,11.1
1991,1,14,1.6,7,-3,55,0,10.1
1991,1,15,-1.4,6.3,-6,68,0,10
1991,1,16,-1.2,3.4,-5,77,0,9.8
1991,1,17,3.4,6.4,1,79,0.25,7.9
1991,1,18,6.5,11.4,4,81,0.25,7.9
1991,1,19,7.1,11,3,77,0,9.5
1991,1,20,5.8,13,-1,61,0,10
1991,1,21,4.9,11.4,0,59,0,10
1991,1,22,3.2,10,-3,68,0,11.1
1991,1,23,5,9.6,2.6,63,0,10.8
1991,1,24,3.2,10.2,-3,60,0,10.8
1991,1,25,5.2,11,0.8,55,0,11.1
1991,1,26,5.7,10,-1,60,0,11.1
1991,1,27,1.7,10,-4,65,0,10.1
1991,1,28,1.1,11,-6,65,0,9.7
1991,1,29,0.2,5.2,-6,80,0,8.2
1991,1,30,3.3,9,0,76,0.51,4.7
1991,1,31,1.4,9,-4,71,0,10.3
1991,2,1,2.6,5.2,0,90,4.32,5.3
1991,2,2,3.1,5,0.4,84,1.02,9.8
1991,2,3,6.2,10,3.4,63,0.25,11.1
1991,2,4,5.2,11,1,66,0,11.3
1991,2,5,4.3,11.6,-2.2,72,0,10.6
1991,2,6,5.7,10,0,84,0,8.5
1991,2,7,6.9,10,3,67,1.02,10.9
1991,2,8,4.8,9.2,1.4,69,0,11.6
1991,2,9,7.3,9.5,5.8,76,0,11.6
1991,2,10,5.1,9.5,0,57,2.03,11.1
1991,2,11,1.7,8,-4,62,0,10.5
1991,2,12,0.3,6,-4,62,0,11.4
1991,2,13,1.6,9.4,-6,52,0,10.6
1991,2,14,2.9,7,-2,50,0,10.9
1991,2,15,0.8,10,-8.5,55,0,9.8
1991,2,16,0.9,3,-1.2,87,4.06,6
1991,2,17,2.7,7.2,1,84,4.06,7.1
1991,2,18,1.8,5,0,88,19.05,7.6
1991,2,19,6.5,9,4,71,61.98,11.1
1991,2,20,7.2,14.4,2,63,0,11.3
1991,2,21,6,12.4,-0.2,72,0,9.8
1991,2,22,5.8,12.5,2,71,0,7.1
1991,2,23,5.7,15.2,-1.6,65,0,9.8
1991,2,24,6.8,17.6,-1,62,0,10
1991,2,25,8.4,18.2,1,60,0,10
1991,2,26,8,18.2,1,69,0,10
1991,2,27,7.3,13.5,1.5,61,0,10.8
1991,2,28,5.8,8,4.6,84,13.97,7.6
1991,3,1,7.2,12.4,4,68,0,11.1
1991,3,2,7.3,14,1,65,0,10.5
1991,3,3,10.1,17.8,6,68,0,10.3
1991,3,4,11.1,16.4,4,62,0,10.8
1991,3,5,10.2,13.2,8,74,2.03,10
1991,3,6,9.5,12.6,7,63,4.32,11.1
1991,3,7,7.9,12.7,6,74,10.92,10.6
1991,3,8,7.3,11,4,78,0,10.9
1991,3,9,8.5,11.2,6,84,3.05,10.1
1991,3,10,11.8,17.2,8,69,0,11.9
1991,3,11,9.4,17.5,3,75,0,10.1
1991,3,12,8.8,14.5,5,84,3.05,7.1
1991,3,13,9.4,10.6,8,83,3.05,10.6
1991,3,14,12.1,17,7,60,5.08,11.1
1991,3,15,11.6,15,6,69,0,8.2
1991,3,16,11.2,14,9,70,1.02,10.1
1991,3,17,9.5,15.5,6,67,0.51,10.8
1991,3,18,9.2,17,2,67,0,10.6
1991,3,19,12.4,21,4.8,65,0,10.8
1991,3,20,13.2,22.4,4.5,63,0,10.3
1991,3,21,12.4,17.5,8,57,0,10.9
1991,3,22,7.6,12,4,65,0,11.1
1991,3,23,7,12.3,2.6,55,0,11.3
1991,3,24,6.4,10,4,52,0,11.9
1991,3,25,8.8,12,6,59,0,11.1
1991,3,26,8.3,11.2,7,80,0,9.5
1991,3,27,9.7,15.4,6,69,3.05,9.5
1991,3,28,11,17.2,5,59,0,10.8
1991,3,29,12.2,18.2,7,58,0,10.9
1991,3,30,11.6,16,8,61,0,11.3
1991,3,31,11.1,16,5,54,99.06,10.9
1991,4,1,10.5,17.6,3,50,0,10.3
1991,4,2,10.9,20,2,53,0,9
1991,4,3,11.3,16.3,7,52,0,11.3
1991,4,4,7.4,13,1,66,0,11.1
1991,4,5,8.9,14.2,5,48,3.05,11.4
1991,4,6,9.2,16,1,51,0,10.3
1991,4,7,10.8,20.2,2,57,0,10
1991,4,8,13.9,21,7,55,0,10.1
1991,4,9,13.5,22.4,5,57,0,11.1
1991,4,10,13.7,23.5,5,51,0,10.3
1991,4,11,14.7,24,7,51,0,10.8
1991,4,12,13.4,22,5,51,0,10.9
1991,4,13,8,12.2,5,67,1.02,11.1
1991,4,14,8.8,15,4,78,2.03,10.9
1991,4,15,9.7,11.8,7.9,90,23.88,8.2
1991,4,16,12,17,8,65,0,8.9
1991,4,17,10.7,18,4,67,0,9.5
1991,4,18,9.9,16,5,49,0,10.8
1991,4,19,10.6,20,1,45,0,11.4
1991,4,20,7.9,14.6,1.8,49,0,10.8
1991,4,21,7.2,13.4,1,49,0,10.1
1991,4,22,8.9,18,1,52,0,10.8
1991,4,23,10.6,19.3,3,50,0,10.8
1991,4,24,9.8,17.6,2,53,0,10.8
1991,4,25,9.8,14.4,4.4,47,0,11.1
1991,4,26,8.6,15,4,47,0,12.1
1991,4,27,8.2,15,-1,54,0,10.8
1991,4,28,11.7,19,4,54,0,11.3
1991,4,29,12.6,21.8,3,51,0,9.8
1991,4,30,15.6,23.8,6,51,0,10.9
1991,5,1,12.1,17.4,5,53,0,10.8
1991,5,2,8.1,13.2,5,54,0,11.1
1991,5,3,8.9,14.8,4,48,0,10.9
1991,5,4,8.2,16.5,-1,52,0,10.6
1991,5,5,9.9,16,4,55,0,11.3
1991,5,6,8.1,15.8,0,51,0,10.5
1991,5,7,10.3,20.4,0,50,0,10.9
1991,5,8,10.3,14.4,6,49,0,11.4
1991,5,9,9.1,15,2.6,52,0,11.1
1991,5,10,9.9,17.2,5,60,0,11.1
1991,5,11,9.6,17.4,2.6,52,0,11.7
1991,5,12,12.9,21.6,3,48,0,11.1
1991,5,13,15.6,22.8,10,51,0,11.3
1991,5,14,15.1,24.7,4,47,0,10.3
1991,5,15,17.2,27.9,7,44,0,10.3
1991,5,16,15.6,26,7,43,0,10.1
1991,5,17,15,23.5,6.8,48,0,10.8
1991,5,18,14.8,22.4,8,50,0,10.6
1991,5,19,14.7,24,4,45,0,10
1991,5,20,15.6,25.2,7,46,0,10.3
1991,5,21,17.6,25.4,8,46,0,10.5
1991,5,22,18.1,28,7,39,0,10.1
1991,5,23,19.4,30.2,7,38,0,10.6
1991,5,24,22,30,14,37,0,10.5
1991,5,25,20.7,29.5,11,39,0,10.3
1991,5,26,20.7,29.8,11,41,0,10.5
1991,5,27,20.1,29,11,37,0,10
1991,5,28,19.1,29,9,39,0,10.9
1991,5,29,20.4,30,11,46,0,11.1
1991,5,30,18.8,24.6,14,56,2.03,10.9
1991,5,31,15.7,22.8,11.8,63,0,10.9
1991,6,1,16.3,23.4,13,62,0,11.4
1991,6,2,17.5,25,12,57,0,11.1
1991,6,3,18.3,26.5,10,55,0,10.9
1991,6,4,20.8,27.5,14,42,0,10.3
1991,6,5,20.3,27.5,12,41,0,9.8
1991,6,6,21.1,27,17,53,0,11.4
1991,6,7,18.6,23.4,15,57,0,11.1
1991,6,8,19.4,28,9,45,0,10.3
1991,6,9,22.6,32.7,11.8,41,0,10.9
1991,6,10,21.7,27.2,15,46,0,11.7
1991,6,11,20.7,30,12,44,0,11.1
1991,6,12,23.4,33,13,39,0,11.1
1991,6,13,25.4,35.2,14,39,0,10.6
1991,6,14,26.7,35.5,17,42,0,10.5
1991,6,15,25.9,36,18,45,0,10.5
1991,6,16,23.3,32,13,48,2.03,10.9
1991,6,17,17.2,26,10,41,0,10.3
1991,6,18,17.7,26,10,41,0,10.8
1991,6,19,19.3,27,10,42,0,10.9
1991,6,20,24.3,31.4,18,40,0,11.4
1991,6,21,25.2,32.6,16,41,0,11.1
1991,6,22,25.1,33,14,36,0,10.8
1991,6,23,25.4,34.8,15,34,0,10.8
1991,6,24,26.3,37,15,33,0,10.3
1991,6,25,28.3,38,19,35,0,10.6
1991,6,26,27.9,37.5,17.8,34,0,10.5
1991,6,27,25.5,34.4,17,38,0,10
1991,6,28,22.5,31.2,13,35,0,11.6
1991,6,29,22.1,31.5,12,33,0,10.8
1991,6,30,24.2,33,13,39,0,10.1
1991,7,1,23.4,33.5,17.8,48,0,11.1
1991,7,2,22.1,29.6,15.8,54,3.05,11.4
1991,7,3,21,30,15,52,0,11.1
1991,7,4,22.4,30.6,15,43,3.05,11.1
1991,7,5,19.8,25.5,14,40,0,11.4
1991,7,6,18.8,26,10,42,0,11.3
1991,7,7,21.7,30.6,12,44,0,11.4
1991,7,8,25.6,34,16,42,0,11.1
1991,7,9,27.4,36.5,19,37,0,10.9
1991,7,10,28.3,37.5,18,36,0,10
1991,7,11,29,37.8,20,35,0,10.8
1991,7,12,28.8,40,19,33,0,10.6
1991,7,13,29.3,39.6,19,34,0,10
1991,7,14,28,36.4,17,36,0,10.6
1991,7,15,27.9,37.2,19,34,0,10
1991,7,16,29.3,39,18,32,0,11.4
1991,7,17,30.2,38,21.6,29,0,10
1991,7,18,28.5,39.5,15.6,29,0,9.5
1991,7,19,29,37.6,20,32,0,10.6
1991,7,20,24.6,35.4,18,51,5.08,10
1991,7,21,24.7,35.5,17,48,2.03,10.5
1991,7,22,25.3,33,16,38,0,10.6
1991,7,23,27.2,36.2,16.2,35,0,11.3
1991,7,24,27.7,36,18,34,0,10.1
1991,7,25,25.6,34.4,17,40,0,10.5
1991,7,26,24.6,33,15.8,36,0,10
1991,7,27,26.7,36.6,17,37,0,10.5
1991,7,28,27.8,36,18.6,32,0,10.6
1991,7,29,23.2,27.4,19.4,38,0,11.4
1991,7,30,19.3,25,12,44,0,10.6
1991,7,31,21.4,29.4,12.4,42,0,10.8
1991,8,1,24.7,34.4,15,42,0,11.7
1991,8,2,27.4,36.2,17,38,0,11.1
1991,8,3,29.5,38.2,20,33,0,11.3
1991,8,4,30.3,38.8,21,32,0,10.5
1991,8,5,29.4,40,21,34,0,10.3
1991,8,6,30.2,39,19,32,0,10.8
1991,8,7,29.4,38,21,33,0,11.1
1991,8,8,23.4,29.4,16,42,0,10.5
1991,8,9,19.9,28,12,46,0,10.5
1991,8,10,23.7,32.6,15.4,47,0,11.3
1991,8,11,24.3,31,17,46,0,10.6
1991,8,12,24.8,33,15,44,0,10
1991,8,13,27.2,37,17,36,0,10.1
1991,8,14,28.2,39,17.6,35,0,10.5
1991,8,15,28.8,40,18,34,0,10.6
1991,8,16,29.8,41,20,34,0,10.6
1991,8,17,30.4,41,20,35,0,11.1
1991,8,18,28.8,37.6,21.8,38,0,11.1
1991,8,19,28.9,36.2,20,35,0,10.3
1991,8,20,27.3,39,15,35,0,10
1991,8,21,28.6,36,22,34,0,10.6
1991,8,22,23.6,28,18,46,0,10.6
1991,8,23,23.9,32.4,15,47,0,10.8
1991,8,24,26.3,36,17,41,0,10.9
1991,8,25,26.6,36.4,16,39,0,10.6
1991,8,26,27.4,35,19,39,0,10.9
1991,8,27,27.3,35.5,19,40,0,10.8
1991,8,28,25.4,35,17,43,0,10.9
1991,8,29,24.8,34,16,42,0,10.9
1991,8,30,23.4,30.2,14,46,0,10.5
1991,8,31,22.8,30.4,16.6,47,0,11.4
1991,9,1,22.8,32,14,44,0,10.6
1991,9,2,23.8,32.5,15,44,0,10.6
1991,9,3,23.9,32.3,19,55,0,11.4
1991,9,4,23.1,30,19,59,0,11.3
1991,9,5,22.2,30.5,15,57,0,11.1
1991,9,6,21,26,16,59,1.02,10.9
1991,9,7,21.9,31.5,13.6,50,0,11.4
1991,9,8,24.1,32.5,15.8,44,0,10.8
1991,9,9,24.3,33,15.6,44,0,10.6
1991,9,10,24.4,32.4,16.6,50,0,10.8
1991,9,11,22.3,29.5,16.8,53,0,11.3
1991,9,12,20.5,27.4,13,55,0,11.1
1991,9,13,21.3,29,13,51,0,10.9
1991,9,14,22.8,31,15,50,0,10.6
1991,9,15,23.4,31.5,14.8,44,0,10.9
1991,9,16,23.8,32.2,15,44,0,10.3
1991,9,17,25.3,34.4,15.8,40,0,10.3
1991,9,18,25.5,35.8,15,41,0,10.5
1991,9,19,25.5,35.2,17,38,0,10.1
1991,9,20,22.4,32,15,45,0,10.9
1991,9,21,22.1,30,15.8,59,0.25,11.3
1991,9,22,21.8,29.2,16,58,1.02,11.1
1991,9,23,21.3,31.4,14,51,0,10.1
1991,9,24,21.2,30.6,14,50,0,10.6
1991,9,25,18.2,23,15,70,0.51,10.6
1991,9,26,16.4,20.8,13,41,0,11.6
1991,9,27,15.2,21.6,6.4,43,0,11.4
1991,9,28,12.7,17,8.4,67,11.94,10.8
1991,9,29,12.6,16,9.8,73,0,16.3
1991,9,30,14.5,21,7.4,64,0,13.8
1991,10,1,16.7,23.2,12,56,0,10.9
1991,10,2,15.9,23.5,8,51,0,10.1
1991,10,3,16,25,7,53,0,10.5
1991,10,4,16.5,22.8,9,54,0,10.6
1991,10,5,18.8,27,12,52,0,10.8
1991,10,6,14.8,21,9,46,0,10.3
1991,10,7,13.8,24.5,4,47,0,10
1991,10,8,12.6,19.8,6,57,0,10.9
1991,10,9,11.4,15,8.4,73,17.02,10.5
1991,10,10,11.3,13,9.4,89,13.97,8.7
1991,10,11,11.1,15.4,10,78,2.03,10.6
1991,10,12,12.2,17,9.4,72,0,11.6
1991,10,13,12.7,17.3,10.4,69,0,11.1
1991,10,14,12.8,18,10,66,0,11.3
1991,10,15,11.3,16.6,8,71,0,10.9
1991,10,16,11.1,18.2,4.6,63,0,11.4
1991,10,17,10.1,19.6,5,72,0,10.8
1991,10,18,12.3,18.4,6,67,0,8.4
1991,10,19,12.3,16.5,6,57,0,10.5
1991,10,20,9.3,15,2,47,0,10.6
1991,10,21,7.5,14.6,0,56,0,10.6
1991,10,22,7.4,13.4,1,52,0,10.6
1991,10,23,7.6,11,5,65,2.54,11.4
1991,10,24,9.1,14.5,5,69,0.25,11.3
1991,10,25,11.6,13,9.6,83,1.02,9.7
1991,10,26,12.7,14,12,79,7.87,10.5
1991,10,27,11.6,15,9,73,0,10.3
1991,10,28,10.8,13.2,7.8,83,2.03,10.3
1991,10,29,10.3,15,8,81,0,5.3
1991,10,30,9.6,14,5.8,85,0,4.7
1991,10,31,11.6,17.4,7.6,81,0,4.3
1991,11,1,12.4,21,5.8,72,0,6.4
1991,11,2,12.7,20,5,65,0,9.3
1991,11,3,15.4,19.4,10.8,61,0,10.8
1991,11,4,13.3,17,7,58,0,10.5
1991,11,5,7.9,14,2.6,61,0,11.3
1991,11,6,7.6,13.8,3,56,0,10.9
1991,11,7,5.4,15,-2,62,0,10.1
1991,11,8,6.5,17,-1,63,0,9.7
1991,11,9,7.4,18,-1,60,0,10
1991,11,10,6,13,0,59,0,10.9
1991,11,11,4,13,-2,74,0,10.9
1991,11,12,5,13.4,-2,-,0,9
1991,11,13,8.9,13,6,69,1.02,8.7
1991,11,14,9.4,13,6,51,0,11.7
1991,11,15,12.7,17,9,66,0,11.1
1991,11,16,11.6,16.3,6,46,0,11.7
1991,11,17,8.2,17.4,1.4,62,0,10.8
1991,11,18,7.9,15,1,77,0,10.3
1991,11,19,8.7,13,4,53,0,11.3
1991,11,20,5.8,12,2.8,57,0,11.1
1991,11,21,5.9,9,3,50,0,12.1
1991,11,22,5.6,11,-3,49,0,11.4
1991,11,23,0.4,11,-6,63,0,10.1
1991,11,24,2.1,11,-6,69,0,10.6
1991,11,25,5.6,11,2,79,0,6.6
1991,11,26,6.6,18,-1,63,0,6.4
1991,11,27,6.7,17,-0.5,62,0,10.1
1991,11,28,5.4,14,-1,73,0,10.5
1991,11,29,7.3,10,5,84,6.1,9
1991,11,30,8.1,11,6,80,1.02,6.8
1991,12,1,6.8,10.4,0,84,5.08,10.5
1991,12,2,5.4,9,3,87,1.02,6.3
1991,12,3,7.3,11,4,67,0,11.4
1991,12,4,7.4,12.7,3,70,0,11.3
1991,12,5,6.8,12.4,3,76,0,11.1
1991,12,6,7.4,15,3,75,0,11.1
1991,12,7,5.2,10,1,78,0,10
1991,12,8,6.3,8.2,4,85,2.54,9.2
1991,12,9,4.9,11,0,78,0,5.5
1991,12,10,6.2,10,2,66,0,11.3
1991,12,11,7.1,11.3,2,74,0,10.5
1991,12,12,4.3,11,-1,77,0,10.3
1991,12,13,5.7,11,1,69,0,11.1
1991,12,14,7.3,11,5,65,0,11.3
1991,12,15,5.7,7.6,4,87,7.11,8.2
1991,12,16,6.5,11,1,80,0.25,10
1991,12,17,2.2,9.6,-2,89,0,1.4
1991,12,18,2.5,8.4,-1,87,0,1.4
1991,12,19,2.5,5,0,90,0,0.3
1991,12,20,5.6,15,0,62,0,6.8
1991,12,21,2.4,11.2,-3,69,0,10
1991,12,22,4.3,14.3,-4,56,0,8
1991,12,23,5.2,19,-4,46,0,10.8
1991,12,24,4.4,16.5,-4,64,0,10
1991,12,25,4.7,14,-3,62,0,10.1
1991,12,26,0.4,9,-4,92,0,5.8
1991,12,27,2,14.2,-6,75,0,7.1
1991,12,28,2.2,13.6,-5,68,0,10.5
1991,12,29,1.6,11.4,-5,80,0,10.5
1991,12,30,1.4,10,-5,85,0,9
1991,12,31,0.3,10,-6,89,0,6
1992,1,1,0.2,8.2,-6,84,0,7.1
1992,1,2,5.5,12.6,0,74,0,11.1
1992,1,3,5.3,11,-2,76,0,10.8
1992,1,4,1.4,11,-4,86,0,10.6
1992,1,5,0.9,9,-5,83,0,10
1992,1,6,0.9,11,-6,83,0,10.8
1992,1,7,2.6,9,-3,87,0,10.9
1992,1,8,7.6,14,3,85,0.76,9.7
1992,1,9,6.1,10.2,2,78,0.51,10.9
1992,1,10,2.7,9.4,-2,73,0,10.8
1992,1,11,1.9,7,-3,79,0,11.6
1992,1,12,1.7,8,-4,80,0,10.8
1992,1,13,0.6,8,-6.4,75,0,10.1
1992,1,14,4.2,10,0,79,0,11.3
1992,1,15,2.8,13,-4,81,0,10
1992,1,16,1.4,10.6,-5,82,0,9.7
1992,1,17,1.5,15.4,-6,77,0,9.2
1992,1,18,0,8,-6,-,0,6.8
1992,1,19,-2.1,2,-7,100,0,1.4
1992,1,20,-1.5,3,-4,94,0,2.4
1992,1,21,0.3,9,-7,73,0,7.6
1992,1,22,1.7,7,-4,58,0,11.3
1992,1,23,-0.9,3,-6,68,0,11.4
1992,1,24,0.5,11,-7,74,0,10.6
1992,1,25,2.9,13.4,-5,64,0,10.3
1992,1,26,4.2,12,-2,63,0,10.8
1992,1,27,3,9,-3.4,60,0,10.1
1992,1,28,2,11,-5,63,0,10.8
1992,1,29,3.4,11.5,-5,64,0,10.9
1992,1,30,2.6,12,-5,70,0,10.1
1992,1,31,4.2,13,-3,64,0,10.5
1992,2,1,2.4,14.5,-6,66,0,10.8
1992,2,2,2.8,15.2,-6,59,0,10
1992,2,3,2.4,14.4,-6,64,0,9.2
1992,2,4,3.9,19.7,-7,53,0,10.9
1992,2,5,6.5,21,-6.5,45,0,10.1
1992,2,6,6.9,18.8,-2,52,0,10
1992,2,7,5.2,18.2,-5,62,0,10
1992,2,8,3.6,14,-4,73,0,9.2
1992,2,9,3.4,14,-5,72,0,8.7
1992,2,10,3.9,14,-4,72,0,10
1992,2,11,5.4,15.4,-2,73,0,9.5
1992,2,12,5.8,14.6,-2,81,0,9.2
1992,2,13,8.1,13.4,1,55,2.03,11.3
1992,2,14,4.3,13.4,-3,70,0,10.1
1992,2,15,5.2,16.4,-3,67,0,8
1992,2,16,6.6,17,-2,59,0,10.1
1992,2,17,7.4,16,0,48,0,10
1992,2,18,6.2,11,2,57,0,10.8
1992,2,19,2.2,5,-2,82,5.08,9.8
1992,2,20,2.9,8,-3,67,4.06,10.6
1992,2,21,1.9,11,-5,54,0,10.1
1992,2,22,2.1,11.5,-5,64,0,10
1992,2,23,3.6,15,-5,61,0,10
1992,2,24,4.6,9,0,74,0,11.3
1992,2,25,5.8,11,2,82,5.33,8.4
1992,2,26,5.4,13,-1,71,0,7.7
1992,2,27,4.8,14,-2,64,0,8.5
1992,2,28,6.2,15,-2,-,0,10
1992,2,29,7.2,13.5,1,66,0,10.9
1992,3,1,8.6,13,5,68,0,11.1
1992,3,2,9.3,13,6,68,0,11.1
1992,3,3,9.2,15,4,62,0,10
1992,3,4,8.1,14,3,67,0,9.8
1992,3,5,9.3,15,3,61,0,8.2
1992,3,6,9.5,19,2,50,0,10
1992,3,7,9.7,21.3,-2.8,49,0,9.5
1992,3,8,11.7,20,3,50,0,10.6
1992,3,9,9,18,-1,43,0,10.1
1992,3,10,7.1,17.2,-2,60,0,9.7
1992,3,11,9.1,18.6,0,56,0,10.1
1992,3,12,9.3,18.4,0,49,0,10
1992,3,13,8.6,19.5,-1,50,0,10.3
1992,3,14,10.2,20.4,-1,51,0,10.1
1992,3,15,11.4,21,2,53,0,10
1992,3,16,12.4,24,1,43,0,9.8
1992,3,17,11.6,23.5,0,43,0,10.5
1992,3,18,12.3,22,2,47,0,11.1
1992,3,19,13.7,22.6,4,43,0,10.8
1992,3,20,13.7,24.8,3,45,0,11.6
1992,3,21,15.4,26.4,5,38,0,10.3
1992,3,22,15.4,24,9,40,0,10.8
1992,3,23,12.8,22,2,50,0,10.9
1992,3,24,6,12.2,2,59,0.25,11.7
1992,3,25,5.3,11.2,0,55,0,11.6
1992,3,26,6,13,0,57,0,10.9
1992,3,27,5.6,10.6,2,55,0,11.4
1992,3,28,6.8,13,2,50,0,10.9
1992,3,29,6.1,15,-4,55,0,10.8
1992,3,30,5.4,10,1,79,5.33,9
1992,3,31,4.6,10.5,0,71,2.54,11.1
1992,4,1,6.1,11,0,72,0,11.1
1992,4,2,9.3,13.2,6,83,3.05,10.5
1992,4,3,8,14.3,6,80,7.87,10.1
1992,4,4,8.2,12,6,80,7.11,10.3
1992,4,5,8.4,14,2,52,1.02,10.9
1992,4,6,6.4,16,-2,59,0,10.9
1992,4,7,9.9,15.6,3.6,59,0.51,11.3
1992,4,8,8.6,13.2,5,52,0,11.1
1992,4,9,10.5,17.4,4,54,0,11.3
1992,4,10,10.5,18,4,50,0,10.8
