"Y","M","D","T","TM","Tm","H","PP","VV"
1991,1,1,6.334,11.5,2,87,2.1,4.8
1991,1,2,3.634,8.3,2,89,2.1,5.1
1991,1,3,3.334,7.1,1,88,2.1,4
1991,1,4,4.934,11.9,2,64,2.1,9.4
1991,1,5,3.934,12.3,-1,70,2.1,11.9
1991,1,6,4.634,9.5,1,88,2.1,9
1991,1,7,9.134,12.5,8,83,2.1,11.5
1991,1,8,9.434,13.9,7,74,7.18,12.2
1991,1,9,10.134,13.5,8.8,82,2.1,11.4
1991,1,10,11.234,15.2,10,76,2.1,12.5
1991,1,11,10.434,14.1,8,77,2.1,12.3
1991,1,12,7.634,11.1,5,68,4.13,11.5
1991,1,13,4.034,9.5,1.6,56,2.1,12.5
1991,1,14,2.634,8.9,-1,56,2.1,11.5
1991,1,15,-0.366,8.2,-4,69,2.1,11.4
1991,1,16,-0.166,5.3,-3,78,2.1,11.2
1991,1,17,4.434,8.3,3,80,2.35,9.3
1991,1,18,7.534,13.3,6,82,2.35,9.3
1991,1,19,8.134,12.9,5,78,2.1,10.9
1991,1,20,6.834,14.9,1,62,2.1,11.4
1991,1,21,5.934,13.3,2,60,2.1,11.4
1991,1,22,4.234,11.9,-1,69,2.1,12.5
1991,1,23,6.034,11.5,4.6,64,2.1,12.2
1991,1,24,4.234,12.1,-1,61,2.1,12.2
1991,1,25,6.234,12.9,2.8,56,2.1,12.5
1991,1,26,6.734,11.9,1,61,2.1,12.5
1991,1,27,2.734,11.9,-2,66,2.1,11.5
1991,1,28,2.134,12.9,-4,66,2.1,11.1
1991,1,29,1.234,7.1,-4,81,2.1,9.6
1991,1,30,4.334,10.9,2,77,2.61,6.1
1991,1,31,2.434,10.9,-2,72,2.1,11.7
1991,2,1,3.634,7.1,2,91,6.42,6.7
1991,2,2,4.134,6.9,2.4,85,3.12,11.2
1991,2,3,7.234,11.9,5.4,64,2.35,12.5
1991,2,4,6.234,12.9,3,67,2.1,12.7
1991,2,5,5.334,13.5,-0.2,73,2.1,12
1991,2,6,6.734,11.9,2,85,2.1,9.9
1991,2,7,7.934,11.9,5,68,3.12,12.3
1991,2,8,5.834,11.1,3.4,70,2.1,13
1991,2,9,8.334,11.4,7.8,77,2.1,13
1991,2,10,6.134,11.4,2,58,4.13,12.5
1991,2,11,2.734,9.9,-2,63,2.1,11.9
1991,2,12,1.334,7.9,-2,63,2.1,12.8
1991,2,13,2.634,11.3,-4,53,2.1,12
1991,2,14,3.934,8.9,0,51,2.1,12.3
1991,2,15,1.834,11.9,-6.5,56,2.1,11.2
1991,2,16,1.934,4.9,0.8,88,6.16,7.4
1991,2,17,3.734,9.1,3,85,6.16,8.5
1991,2,18,2.834,6.9,2,89,21.15,9
1991,2,19,7.534,10.9,6,72,64.08,12.5
1991,2,20,8.234,16.3,4,64,2.1,12.7
1991,2,21,7.034,14.3,1.8,73,2.1,11.2
1991,2,22,6.834,14.4,4,72,2.1,8.5
1991,2,23,6.734,17.1,0.4,66,2.1,11.2
1991,2,24,7.834,19.5,1,63,2.1,11.4
1991,2,25,9.434,20.1,3,61,2.1,11.4
1991,2,26,9.034,20.1,3,70,2.1,11.4
1991,2,27,8.334,15.4,3.5,62,2.1,12.2
1991,2,28,6.834,9.9,6.6,85,16.07,9
1991,3,1,8.234,14.3,6,69,2.1,12.5
1991,3,2,8.334,15.9,3,66,2.1,11.9
1991,3,3,11.134,19.7,8,69,2.1,11.7
1991,3,4,12.134,18.3,6,63,2.1,12.2
1991,3,5,11.234,15.1,10,75,4.13,11.4
1991,3,6,10.534,14.5,9,64,6.42,12.5
1991,3,7,8.934,14.6,8,75,13.02,12
1991,3,8,8.334,12.9,6,79,2.1,12.3
1991,3,9,9.534,13.1,8,85,5.15,11.5
1991,3,10,12.834,19.1,10,70,2.1,13.3
1991,3,11,10.434,19.4,5,76,2.1,11.5
1991,3,12,9.834,16.4,7,85,5.15,8.5
1991,3,13,10.434,12.5,10,84,5.15,12
1991,3,14,13.134,18.9,9,61,7.18,12.5
1991,3,15,12.634,16.9,8,70,2.1,9.6
1991,3,16,12.234,15.9,11,71,3.12,11.5
1991,3,17,10.534,17.4,8,68,2.61,12.2
1991,3,18,10.234,18.9,4,68,2.1,12
1991,3,19,13.434,22.9,6.8,66,2.1,12.2
1991,3,20,14.234,24.3,6.5,64,2.1,11.7
1991,3,21,13.434,19.4,10,58,2.1,12.3
1991,3,22,8.634,13.9,6,66,2.1,12.5
1991,3,23,8.034,14.2,4.6,56,2.1,12.7
1991,3,24,7.434,11.9,6,53,2.1,13.3
1991,3,25,9.834,13.9,8,60,2.1,12.5
1991,3,26,9.334,13.1,9,81,2.1,10.9
1991,3,27,10.734,17.3,8,70,5.15,10.9
1991,3,28,12.034,19.1,7,60,2.1,12.2
1991,3,29,13.234,20.1,9,59,2.1,12.3
1991,3,30,12.634,17.9,10,62,2.1,12.7
1991,3,31,12.134,17.9,7,55,101.16,12.3
1991,4,1,11.534,19.5,5,51,2.1,11.7
1991,4,2,11.934,21.9,4,54,2.1,10.4
1991,4,3,12.334,18.2,9,53,2.1,12.7
1991,4,4,8.434,14.9,3,67,2.1,12.5
1991,4,5,9.934,16.1,7,49,5.15,12.8
1991,4,6,10.234,17.9,3,52,2.1,11.7
1991,4,7,11.834,22.1,4,58,2.1,11.4
1991,4,8,14.934,22.9,9,56,2.1,11.5
1991,4,9,14.534,24.3,7,58,2.1,12.5
1991,4,10,14.734,25.4,7,52,2.1,11.7
1991,4,11,15.734,25.9,9,52,2.1,12.2
1991,4,12,14.434,23.9,7,52,2.1,12.3
1991,4,13,9.034,14.1,7,68,3.12,12.5
1991,4,14,9.834,16.9,6,79,4.13,12.3
1991,4,15,10.734,13.7,9.9,91,25.98,9.6
1991,4,16,13.034,18.9,10,66,2.1,10.3
1991,4,17,11.734,19.9,6,68,2.1,10.9
1991,4,18,10.934,17.9,7,50,2.1,12.2
1991,4,19,11.634,21.9,3,46,2.1,12.8
1991,4,20,8.934,16.5,3.8,50,2.1,12.2
1991,4,21,8.234,15.3,3,50,2.1,11.5
1991,4,22,9.934,19.9,3,53,2.1,12.2
1991,4,23,11.634,21.2,5,51,2.1,12.2
1991,4,24,10.834,19.5,4,54,2.1,12.2
1991,4,25,10.834,16.3,6.4,48,2.1,12.5
1991,4,26,9.634,16.9,6,48,2.1,13.5
1991,4,27,9.234,16.9,1,55,2.1,12.2
1991,4,28,12.734,20.9,6,55,2.1,12.7
1991,4,29,13.634,23.7,5,52,2.1,11.2
1991,4,30,16.634,25.7,8,52,2.1,12.3
1991,5,1,13.134,19.3,7,54,2.1,12.2
1991,5,2,9.134,15.1,7,55,2.1,12.5
1991,5,3,9.934,16.7,6,49,2.1,12.3
1991,5,4,9.234,18.4,1,53,2.1,12
1991,5,5,10.934,17.9,6,56,2.1,12.7
1991,5,6,9.134,17.7,2,52,2.1,11.9
1991,5,7,11.334,22.3,2,51,2.1,12.3
1991,5,8,11.334,16.3,8,50,2.1,12.8
1991,5,9,10.134,16.9,4.6,53,2.1,12.5
1991,5,10,10.934,19.1,7,61,2.1,12.5
1991,5,11,10.634,19.3,4.6,53,2.1,13.1
1991,5,12,13.934,23.5,5,49,2.1,12.5
1991,5,13,16.634,24.7,12,52,2.1,12.7
1991,5,14,16.134,26.6,6,48,2.1,11.7
1991,5,15,18.234,29.8,9,45,2.1,11.7
1991,5,16,16.634,27.9,9,44,2.1,11.5
1991,5,17,16.034,25.4,8.8,49,2.1,12.2
1991,5,18,15.834,24.3,10,51,2.1,12
1991,5,19,15.734,25.9,6,46,2.1,11.4
1991,5,20,16.634,27.1,9,47,2.1,11.7
1991,5,21,18.634,27.3,10,47,2.1,11.9
1991,5,22,19.134,29.9,9,40,2.1,11.5
1991,5,23,20.434,32.1,9,39,2.1,12
1991,5,24,23.034,31.9,16,38,2.1,11.9
1991,5,25,21.734,31.4,13,40,2.1,11.7
1991,5,26,21.734,31.7,13,42,2.1,11.9
1991,5,27,21.134,30.9,13,38,2.1,11.4
1991,5,28,20.134,30.9,11,40,2.1,12.3
1991,5,29,21.434,31.9,13,47,2.1,12.5
1991,5,30,19.834,26.5,16,57,4.13,12.3
1991,5,31,16.734,24.7,13.8,64,2.1,12.3
1991,6,1,17.334,25.3,15,63,2.1,12.8
1991,6,2,18.534,26.9,14,58,2.1,12.5
1991,6,3,19.334,28.4,12,56,2.1,12.3
1991,6,4,21.834,29.4,16,43,2.1,11.7
1991,6,5,21.334,29.4,14,42,2.1,11.2
1991,6,6,22.134,28.9,19,54,2.1,12.8
1991,6,7,19.634,25.3,17,58,2.1,12.5
1991,6,8,20.434,29.9,11,46,2.1,11.7
1991,6,9,23.634,34.6,13.8,42,2.1,12.3
1991,6,10,22.734,29.1,17,47,2.1,13.1
1991,6,11,21.734,31.9,14,45,2.1,12.5
1991,6,12,24.434,34.9,15,40,2.1,12.5
1991,6,13,26.434,37.1,16,40,2.1,12
1991,6,14,27.734,37.4,19,43,2.1,11.9
1991,6,15,26.934,37.9,20,46,2.1,11.9
1991,6,16,24.334,33.9,15,49,4.13,12.3
1991,6,17,18.234,27.9,12,42,2.1,11.7
1991,6,18,18.734,27.9,12,42,2.1,12.2
1991,6,19,20.334,28.9,12,43,2.1,12.3
1991,6,20,25.334,33.3,20,41,2.1,12.8
1991,6,21,26.234,34.5,18,42,2.1,12.5
1991,6,22,26.134,34.9,16,37,2.1,12.2
1991,6,23,26.434,36.7,17,35,2.1,12.2
1991,6,24,27.334,38.9,17,34,2.1,11.7
1991,6,25,29.334,39.9,21,36,2.1,12
1991,6,26,28.934,39.4,19.8,35,2.1,11.9
1991,6,27,26.534,36.3,19,39,2.1,11.4
1991,6,28,23.534,33.1,15,36,2.1,13
1991,6,29,23.134,33.4,14,34,2.1,12.2
1991,6,30,25.234,34.9,15,40,2.1,11.5
1991,7,1,24.434,35.4,19.8,49,2.1,12.5
1991,7,2,23.134,31.5,17.8,55,5.15,12.8
1991,7,3,22.034,31.9,17,53,2.1,12.5
1991,7,4,23.434,32.5,17,44,5.15,12.5
1991,7,5,20.834,27.4,16,41,2.1,12.8
1991,7,6,19.834,27.9,12,43,2.1,12.7
1991,7,7,22.734,32.5,14,45,2.1,12.8
1991,7,8,26.634,35.9,18,43,2.1,12.5
1991,7,9,28.434,38.4,21,38,2.1,12.3
1991,7,10,29.334,39.4,20,37,2.1,11.4
1991,7,11,30.034,39.7,22,36,2.1,12.2
1991,7,12,29.834,41.9,21,34,2.1,12
1991,7,13,30.334,41.5,21,35,2.1,11.4
1991,7,14,29.034,38.3,19,37,2.1,12
1991,7,15,28.934,39.1,21,35,2.1,11.4
1991,7,16,30.334,40.9,20,33,2.1,12.8
1991,7,17,31.234,39.9,23.6,30,2.1,11.4
1991,7,18,29.534,41.4,17.6,30,2.1,10.9
1991,7,19,30.034,39.5,22,33,2.1,12
1991,7,20,25.634,37.3,20,52,7.18,11.4
1991,7,21,25.734,37.4,19,49,4.13,11.9
1991,7,22,26.334,34.9,18,39,2.1,12
1991,7,23,28.234,38.1,18.2,36,2.1,12.7
1991,7,24,28.734,37.9,20,35,2.1,11.5
1991,7,25,26.634,36.3,19,41,2.1,11.9
1991,7,26,25.634,34.9,17.8,37,2.1,11.4
1991,7,27,27.734,38.5,19,38,2.1,11.9
1991,7,28,28.834,37.9,20.6,33,2.1,12
1991,7,29,24.234,29.3,21.4,39,2.1,12.8
1991,7,30,20.334,26.9,14,45,2.1,12
1991,7,31,22.434,31.3,14.4,43,2.1,12.2
1991,8,1,25.734,36.3,17,43,2.1,13.1
1991,8,2,28.434,38.1,19,39,2.1,12.5
1991,8,3,30.534,40.1,22,34,2.1,12.7
1991,8,4,31.334,40.7,23,33,2.1,11.9
1991,8,5,30.434,41.9,23,35,2.1,11.7
1991,8,6,31.234,40.9,21,33,2.1,12.2
1991,8,7,30.434,39.9,23,34,2.1,12.5
1991,8,8,24.434,31.3,18,43,2.1,11.9
1991,8,9,20.934,29.9,14,47,2.1,11.9
1991,8,10,24.734,34.5,17.4,48,2.1,12.7
1991,8,11,25.334,32.9,19,47,2.1,12
1991,8,12,25.834,34.9,17,45,2.1,11.4
1991,8,13,28.234,38.9,19,37,2.1,11.5
1991,8,14,29.234,40.9,19.6,36,2.1,11.9
1991,8,15,29.834,41.9,20,35,2.1,12
1991,8,16,30.834,42.9,22,35,2.1,12
1991,8,17,31.434,42.9,22,36,2.1,12.5
1991,8,18,29.834,39.5,23.8,39,2.1,12.5
1991,8,19,29.934,38.1,22,36,2.1,11.7
1991,8,20,28.334,40.9,17,36,2.1,11.4
1991,8,21,29.634,37.9,24,35,2.1,12
1991,8,22,24.634,29.9,20,47,2.1,12
1991,8,23,24.934,34.3,17,48,2.1,12.2
1991,8,24,27.334,37.9,19,42,2.1,12.3
1991,8,25,27.634,38.3,18,40,2.1,12
1991,8,26,28.434,36.9,21,40,2.1,12.3
1991,8,27,28.334,37.4,21,41,2.1,12.2
1991,8,28,26.434,36.9,19,44,2.1,12.3
1991,8,29,25.834,35.9,18,43,2.1,12.3
1991,8,30,24.434,32.1,16,47,2.1,11.9
1991,8,31,23.834,32.3,18.6,48,2.1,12.8
1991,9,1,23.834,33.9,16,45,2.1,12
1991,9,2,24.834,34.4,17,45,2.1,12
1991,9,3,24.934,34.2,21,56,2.1,12.8
1991,9,4,24.134,31.9,21,60,2.1,12.7
1991,9,5,23.234,32.4,17,58,2.1,12.5
1991,9,6,22.034,27.9,18,60,3.12,12.3
1991,9,7,22.934,33.4,15.6,51,2.1,12.8
1991,9,8,25.134,34.4,17.8,45,2.1,12.2
1991,9,9,25.334,34.9,17.6,45,2.1,12
1991,9,10,25.434,34.3,18.6,51,2.1,12.2
1991,9,11,23.334,31.4,18.8,54,2.1,12.7
1991,9,12,21.534,29.3,15,56,2.1,12.5
1991,9,13,22.334,30.9,15,52,2.1,12.3
1991,9,14,23.834,32.9,17,51,2.1,12
1991,9,15,24.434,33.4,16.8,45,2.1,12.3
1991,9,16,24.834,34.1,17,45,2.1,11.7
1991,9,17,26.334,36.3,17.8,41,2.1,11.7
1991,9,18,26.534,37.7,17,42,2.1,11.9
1991,9,19,26.534,37.1,19,39,2.1,11.5
1991,9,20,23.434,33.9,17,46,2.1,12.3
1991,9,21,23.134,31.9,17.8,60,2.35,12.7
1991,9,22,22.834,31.1,18,59,3.12,12.5
1991,9,23,22.334,33.3,16,52,2.1,11.5
1991,9,24,22.234,32.5,16,51,2.1,12
1991,9,25,19.234,24.9,17,71,2.61,12
1991,9,26,17.434,22.7,15,42,2.1,13
1991,9,27,16.234,23.5,8.4,44,2.1,12.8
1991,9,28,13.734,18.9,10.4,68,14.04,12.2
1991,9,29,13.634,17.9,11.8,74,2.1,17.7
1991,9,30,15.534,22.9,9.4,65,2.1,15.2
1991,10,1,17.734,25.1,14,57,2.1,12.3
1991,10,2,16.934,25.4,10,52,2.1,11.5
1991,10,3,17.034,26.9,9,54,2.1,11.9
1991,10,4,17.534,24.7,11,55,2.1,12
1991,10,5,19.834,28.9,14,53,2.1,12.2
1991,10,6,15.834,22.9,11,47,2.1,11.7
1991,10,7,14.834,26.4,6,48,2.1,11.4
1991,10,8,13.634,21.7,8,58,2.1,12.3
1991,10,9,12.434,16.9,10.4,74,19.12,11.9
1991,10,10,12.334,14.9,11.4,90,16.07,10.1
1991,10,11,12.134,17.3,12,79,4.13,12
1991,10,12,13.234,18.9,11.4,73,2.1,13
1991,10,13,13.734,19.2,12.4,70,2.1,12.5
1991,10,14,13.834,19.9,12,67,2.1,12.7
1991,10,15,12.334,18.5,10,72,2.1,12.3
1991,10,16,12.134,20.1,6.6,64,2.1,12.8
1991,10,17,11.134,21.5,7,73,2.1,12.2
1991,10,18,13.334,20.3,8,68,2.1,9.8
1991,10,19,13.334,18.4,8,58,2.1,11.9
1991,10,20,10.334,16.9,4,48,2.1,12
1991,10,21,8.534,16.5,2,57,2.1,12
1991,10,22,8.434,15.3,3,53,2.1,12
1991,10,23,8.634,12.9,7,66,4.64,12.8
1991,10,24,10.134,16.4,7,70,2.35,12.7
1991,10,25,12.634,14.9,11.6,84,3.12,11.1
1991,10,26,13.734,15.9,14,80,9.97,11.9
1991,10,27,12.634,16.9,11,74,2.1,11.7
1991,10,28,11.834,15.1,9.8,84,4.13,11.7
1991,10,29,11.334,16.9,10,82,2.1,6.7
1991,10,30,10.634,15.9,7.8,86,2.1,6.1
1991,10,31,12.634,19.3,9.6,82,2.1,5.7
1991,11,1,13.434,22.9,7.8,73,2.1,7.8
1991,11,2,13.734,21.9,7,66,2.1,10.7
1991,11,3,16.434,21.3,12.8,62,2.1,12.2
1991,11,4,14.334,18.9,9,59,2.1,11.9
1991,11,5,8.934,15.9,4.6,62,2.1,12.7
1991,11,6,8.634,15.7,5,57,2.1,12.3
1991,11,7,6.434,16.9,0,63,2.1,11.5
1991,11,8,7.534,18.9,1,64,2.1,11.1
1991,11,9,8.434,19.9,1,61,2.1,11.4
1991,11,10,7.034,14.9,2,60,2.1,12.3
1991,11,11,5.034,14.9,0,75,2.1,12.3
1991,11,12,6.034,15.3,0,#VALUE!,2.1,10.4
1991,11,13,9.934,14.9,8,70,3.12,10.1
1991,11,14,10.434,14.9,8,52,2.1,13.1
1991,11,15,13.734,18.9,11,67,2.1,12.5
1991,11,16,12.634,18.2,8,47,2.1,13.1
1991,11,17,9.234,19.3,3.4,63,2.1,12.2
1991,11,18,8.934,16.9,3,78,2.1,11.7
1991,11,19,9.734,14.9,6,54,2.1,12.7
1991,11,20,6.834,13.9,4.8,58,2.1,12.5
1991,11,21,6.934,10.9,5,51,2.1,13.5
1991,11,22,6.634,12.9,-1,50,2.1,12.8
1991,11,23,1.434,12.9,-4,64,2.1,11.5
1991,11,24,3.134,12.9,-4,70,2.1,12
1991,11,25,6.634,12.9,4,80,2.1,8
1991,11,26,7.634,19.9,1,64,2.1,7.8
1991,11,27,7.734,18.9,1.5,63,2.1,11.5
1991,11,28,6.434,15.9,1,74,2.1,11.9
1991,11,29,8.334,11.9,7,85,8.2,10.4
1991,11,30,9.134,12.9,8,81,3.12,8.2
1991,12,1,7.834,12.3,2,85,7.18,11.9
1991,12,2,6.434,10.9,5,88,3.12,7.7
1991,12,3,8.334,12.9,6,68,2.1,12.8
1991,12,4,8.434,14.6,5,71,2.1,12.7
1991,12,5,7.834,14.3,5,77,2.1,12.5
1991,12,6,8.434,16.9,5,76,2.1,12.5
1991,12,7,6.234,11.9,3,79,2.1,11.4
1991,12,8,7.334,10.1,6,86,4.64,10.6
1991,12,9,5.934,12.9,2,79,2.1,6.9
1991,12,10,7.234,11.9,4,67,2.1,12.7
1991,12,11,8.134,13.2,4,75,2.1,11.9
1991,12,12,5.334,12.9,1,78,2.1,11.7
1991,12,13,6.734,12.9,3,70,2.1,12.5
1991,12,14,8.334,12.9,7,66,2.1,12.7
1991,12,15,6.734,9.5,6,88,9.21,9.6
1991,12,16,7.534,12.9,3,81,2.35,11.4
1991,12,17,3.234,11.5,0,90,2.1,2.8
1991,12,18,3.534,10.3,1,88,2.1,2.8
1991,12,19,3.534,6.9,2,91,2.1,1.7
1991,12,20,6.634,16.9,2,63,2.1,8.2
1991,12,21,3.434,13.1,-1,70,2.1,11.4
1991,12,22,5.334,16.2,-2,57,2.1,9.4
1991,12,23,6.234,20.9,-2,47,2.1,12.2
1991,12,24,5.434,18.4,-2,65,2.1,11.4
1991,12,25,5.734,15.9,-1,63,2.1,11.5
1991,12,26,1.434,10.9,-2,93,2.1,7.2
1991,12,27,3.034,16.1,-4,76,2.1,8.5
1991,12,28,3.234,15.5,-3,69,2.1,11.9
1991,12,29,2.634,13.3,-3,81,2.1,11.9
1991,12,30,2.434,11.9,-3,86,2.1,10.4
1991,12,31,1.334,11.9,-4,90,2.1,7.4
1992,1,1,1.234,10.1,-4,85,2.1,8.5
1992,1,2,6.534,14.5,2,75,2.1,12.5
1992,1,3,6.334,12.9,0,77,2.1,12.2
1992,1,4,2.434,12.9,-2,87,2.1,12
1992,1,5,1.934,10.9,-3,84,2.1,11.4
1992,1,6,1.934,12.9,-4,84,2.1,12.2
1992,1,7,3.634,10.9,-1,88,2.1,12.3
1992,1,8,8.634,15.9,5,86,2.86,11.1
1992,1,9,7.134,12.1,4,79,2.61,12.3
1992,1,10,3.734,11.3,0,74,2.1,12.2
1992,1,11,2.934,8.9,-1,80,2.1,13
1992,1,12,2.734,9.9,-2,81,2.1,12.2
1992,1,13,1.634,9.9,-4.4,76,2.1,11.5
1992,1,14,5.234,11.9,2,80,2.1,12.7
1992,1,15,3.834,14.9,-2,82,2.1,11.4
1992,1,16,2.434,12.5,-3,83,2.1,11.1
1992,1,17,2.534,17.3,-4,78,2.1,10.6
1992,1,18,1.034,9.9,-4,#VALUE!,2.1,8.2
1992,1,19,-1.066,3.9,-5,101,2.1,2.8
1992,1,20,-0.466,4.9,-2,95,2.1,3.8
1992,1,21,1.334,10.9,-5,74,2.1,9
1992,1,22,2.734,8.9,-2,59,2.1,12.7
1992,1,23,0.134,4.9,-4,69,2.1,12.8
1992,1,24,1.534,12.9,-5,75,2.1,12
1992,1,25,3.934,15.3,-3,65,2.1,11.7
1992,1,26,5.234,13.9,0,64,2.1,12.2
1992,1,27,4.034,10.9,-1.4,61,2.1,11.5
1992,1,28,3.034,12.9,-3,64,2.1,12.2
1992,1,29,4.434,13.4,-3,65,2.1,12.3
1992,1,30,3.634,13.9,-3,71,2.1,11.5
1992,1,31,5.234,14.9,-1,65,2.1,11.9
1992,2,1,3.434,16.4,-4,67,2.1,12.2
1992,2,2,3.834,17.1,-4,60,2.1,11.4
1992,2,3,3.434,16.3,-4,65,2.1,10.6
1992,2,4,4.934,21.6,-5,54,2.1,12.3
1992,2,5,7.534,22.9,-4.5,46,2.1,11.5
1992,2,6,7.934,20.7,0,53,2.1,11.4
1992,2,7,6.234,20.1,-3,63,2.1,11.4
1992,2,8,4.634,15.9,-2,74,2.1,10.6
1992,2,9,4.434,15.9,-3,73,2.1,10.1
1992,2,10,4.934,15.9,-2,73,2.1,11.4
1992,2,11,6.434,17.3,0,74,2.1,10.9
1992,2,12,6.834,16.5,0,82,2.1,10.6
1992,2,13,9.134,15.3,3,56,4.13,12.7
1992,2,14,5.334,15.3,-1,71,2.1,11.5
1992,2,15,6.234,18.3,-1,68,2.1,9.4
1992,2,16,7.634,18.9,0,60,2.1,11.5
1992,2,17,8.434,17.9,2,49,2.1,11.4
1992,2,18,7.234,12.9,4,58,2.1,12.2
1992,2,19,3.234,6.9,0,83,7.18,11.2
1992,2,20,3.934,9.9,-1,68,6.16,12
1992,2,21,2.934,12.9,-3,55,2.1,11.5
1992,2,22,3.134,13.4,-3,65,2.1,11.4
1992,2,23,4.634,16.9,-3,62,2.1,11.4
1992,2,24,5.634,10.9,2,75,2.1,12.7
1992,2,25,6.834,12.9,4,83,7.43,9.8
1992,2,26,6.434,14.9,1,72,2.1,9.1
1992,2,27,5.834,15.9,0,65,2.1,9.9
1992,2,28,7.234,16.9,0,#VALUE!,2.1,11.4
1992,2,29,8.234,15.4,3,67,2.1,12.3
1992,3,1,9.634,14.9,7,69,2.1,12.5
1992,3,2,10.334,14.9,8,69,2.1,12.5
1992,3,3,10.234,16.9,6,63,2.1,11.4
1992,3,4,9.134,15.9,5,68,2.1,11.2
1992,3,5,10.334,16.9,5,62,2.1,9.6
1992,3,6,10.534,20.9,4,51,2.1,11.4
1992,3,7,10.734,23.2,-0.8,50,2.1,10.9
1992,3,8,12.734,21.9,5,51,2.1,12
1992,3,9,10.034,19.9,1,44,2.1,11.5
1992,3,10,8.134,19.1,0,61,2.1,11.1
1992,3,11,10.134,20.5,2,57,2.1,11.5
1992,3,12,10.334,20.3,2,50,2.1,11.4
1992,3,13,9.634,21.4,1,51,2.1,11.7
1992,3,14,11.234,22.3,1,52,2.1,11.5
1992,3,15,12.434,22.9,4,54,2.1,11.4
1992,3,16,13.434,25.9,3,44,2.1,11.2
1992,3,17,12.634,25.4,2,44,2.1,11.9
1992,3,18,13.334,23.9,4,48,2.1,12.5
1992,3,19,14.734,24.5,6,44,2.1,12.2
1992,3,20,14.734,26.7,5,46,2.1,13
1992,3,21,16.434,28.3,7,39,2.1,11.7
1992,3,22,16.434,25.9,11,41,2.1,12.2
1992,3,23,13.834,23.9,4,51,2.1,12.3
1992,3,24,7.034,14.1,4,60,2.35,13.1
1992,3,25,6.334,13.1,2,56,2.1,13
1992,3,26,7.034,14.9,2,58,2.1,12.3
1992,3,27,6.634,12.5,4,56,2.1,12.8
1992,3,28,7.834,14.9,4,51,2.1,12.3
1992,3,29,7.134,16.9,-2,56,2.1,12.2
1992,3,30,6.434,11.9,3,80,7.43,10.4
1992,3,31,5.634,12.4,2,72,4.64,12.5
1992,4,1,7.134,12.9,2,73,2.1,12.5
1992,4,2,10.334,15.1,8,84,5.15,11.9
1992,4,3,9.034,16.2,8,81,9.97,11.5
1992,4,4,9.234,13.9,8,81,9.21,11.7
1992,4,5,9.434,15.9,4,53,3.12,12.3
1992,4,6,7.434,17.9,0,60,2.1,12.3
1992,4,7,10.934,17.5,5.6,60,2.61,12.7
1992,4,8,9.634,15.1,7,53,2.1,12.5
